FID,the_geom,SD_Pcode,D_Pcode,District,TS_Pcode,Township,Town_Pcode,Town_MM,Town,State_Divi,Longitude,Latitude,Level,Source,Lat_Long,Remark
mmr_town_january_2020.453,POINT (96.1603 21.3583),MMR010,MMR010D003,Kyaukse,MMR010015,Myittha,MMR010015702,ကူမဲ,Ku Me,Mandalay,96.1603,21.3583,Other Town,"GAD, May 2017","21.3583,96.1603",
mmr_town_january_2020.454,POINT (93.8382 20.973),MMR004,MMR004D002,Mindat,MMR004008,Kanpetlet,MMR004008702,ကျင်ဒွေး,Kyin Dway,Chin,93.8382,20.973,Other Town,"GAD, Dec 2018","20.973,93.8382",
mmr_town_january_2020.455,POINT (96.4099 18.7),MMR007,MMR007D002,Taungoo,MMR007013,Oktwin,MMR007013702,ကျွဲပွဲ,Kywe Pwe,Bago,96.4099,18.7,Other Town,"GAD, Aug 2015","18.7,96.4099",
mmr_town_january_2020.456,POINT (93.1143 21.9592),MMR004,MMR004D004,Matupi,MMR004007,Matupi,MMR004007703,လိုင်လင်းပီ,Lalengpi,Chin,93.1143,21.9592,Other Town,"GAD, Feb 2016","21.9592,93.1143",
mmr_town_january_2020.457,POINT (97.2318 19.8777),MMR002,MMR002D001,Loikaw,MMR002001,Loikaw,MMR002001702,လွိုင်လင်လေး,Loilen Lay,Kayah,97.2318,19.8777,Other Town,"GAD, Oct 2017","19.8777,97.2318",
mmr_town_january_2020.458,POINT (96.1796 24.4649),MMR005,MMR005D004,Katha,MMR005021,Indaw,MMR005021702,မော်လူး,Maw Lu,Sagaing,96.1796,24.4649,Other Town,"GAD, May 2018","24.4649,96.1796",
mmr_town_january_2020.459,POINT (99.6275 11.7952),MMR006,MMR006D002,Myeik,MMR006008,Tanintharyi,MMR006008702,မောတောင်,Maw Taung,Tanintharyi,99.6275,11.7952,Other Town,"GAD, Apr 2017","11.7952,99.6275",
mmr_town_january_2020.460,POINT (95.2288 17.9009),MMR017,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,မဲဇလီကုန်း,Me Za Li Kone,Ayeyarwady,95.2288,17.9009,Other Town,"GAD, May 2017","17.9009,95.2288",
mmr_town_january_2020.461,POINT (93.5945 21.1727),MMR004,MMR004D002,Mindat,MMR004006,Mindat,MMR004006702,မကွီအိမ်နူး,M'kuiimnu,Chin,93.5945,21.1727,Other Town,"GAD, Sep 2017","21.1727,93.5945",
mmr_town_january_2020.462,POINT (94.8511 21.2454),MMR009,MMR009D004,Pakokku,MMR009018,Pakokku,MMR009018703,မြစ်ခြေ,Myit Chay,Magway,94.8511,21.2454,Other Town,"GAD, May 2018","21.2454,94.8511",
mmr_town_january_2020.463,POINT (96.3548 25.0047),MMR001,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007704,နန့်မွန်း,Nam Mun,Kachin,96.3548,25.0047,Other Town,"GAD, Aug 2018","25.0047,96.3548",
mmr_town_january_2020.464,POINT (97.1091 19.6696),MMR002,MMR002D001,Loikaw,MMR002002,Demoso,MMR002002702,နန်းမယ်ခုံ,Nan Mei Khon,Kayah,97.1091,19.6696,Other Town,"GAD, Nov 2017","19.6696,97.1091",
mmr_town_january_2020.465,POINT (95.6935 18.0432),MMR008,MMR008D002,Thayarwady,MMR008010,Okpho,MMR008010702,အိုးသည်ကုန်း,Oe Thei Kone,Bago,95.6935,18.0432,Other Town,"GAD, Aug 2015","18.0432,95.6935",
mmr_town_january_2020.466,POINT (94.7424 20.8338),MMR009,MMR009D001,Magway,MMR009003,Chauk,MMR009003702,စလေ,Sa Lay,Magway,94.7424,20.8338,Other Town,"GAD, May 2018","20.8338,94.7424",
mmr_town_january_2020.467,POINT (93.7336 19.2166),MMR012,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011702,စနဲ,Sa Ne,Rakhine,93.7336,19.2166,Other Town,"GAD, Jun 2015","19.2166,93.7336",
mmr_town_january_2020.468,POINT (95.2366 22.5561),MMR005,MMR005D002,Shwebo,MMR005010,Tabayin,MMR005010702,စိုင်ပြင်,Saing Pyin,Sagaing,95.2366,22.5561,Other Town,"GAD, May 2018","22.5561,95.2366",
mmr_town_january_2020.469,POINT (95.7574 22.1639),MMR005,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001702,ဆားတောင်,Sar Taung,Sagaing,95.7574,22.1639,Other Town,"GAD, Jan 2017","22.1639,95.7574",
mmr_town_january_2020.470,POINT (95.4221 21.735),MMR010,MMR010D004,Myingyan,MMR010017,Myingyan,MMR010017702,ဆီမီးခုံ,Si Mee Khon,Mandalay,95.4221,21.735,Other Town,"GAD, Aug 2018","21.735,95.4221",
mmr_town_january_2020.471,POINT (95.3594 18.7369),MMR008,MMR008D001,Pyay,MMR008005,Thegon,MMR008005704,ဆင်မြီးဆွဲ,Sin Mee Swea,Bago,95.3594,18.7369,Other Town,"GAD, May 2018","18.7369,95.3594",
mmr_town_january_2020.472,POINT (95.7232 17.8941),MMR008,MMR008D002,Thayarwady,MMR008009,Minhla,MMR008009702,စစ်ကွင်း,Sit Kwin,Bago,95.7232,17.8941,Other Town,"GAD, Aug 2015","17.8941,95.7232",
mmr_town_january_2020.473,POINT (95.3046 17.6419),MMR017,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,တလုတ္ထော်,Ta Loke Htaw,Ayeyarwady,95.3046,17.6419,Other Town,"GAD, Sep 2016","17.6419,95.3046",
mmr_town_january_2020.474,POINT (95.4549 18.361),MMR008,MMR008D002,Thayarwady,MMR008012,Nattalin,MMR008012702,တာပွန်,Tar Pun,Bago,95.4549,18.361,Other Town,"GAD, Aug 2015","18.361,95.4549",
mmr_town_january_2020.475,POINT (93.9358 19.5682),MMR012,MMR012D003,Kyaukpyu,MMR012014,Ann,MMR012014702,တပ်တောင်,Tat Taung,Rakhine,93.9358,19.5682,Other Town,"GAD, Jun 2015","19.5682,93.9358",
mmr_town_january_2020.476,POINT (96.884 17.5137),MMR011,MMR011D002,Thaton,MMR011009,Kyaikto,MMR011009702,သိမ်ဇရပ်,Thein Za Yat,Mon,96.884,17.5137,Other Town,"GAD, Jul 2018","17.5137,96.884",
mmr_town_january_2020.477,POINT (93.9133 23.0168),MMR004,MMR004D001,Falam,MMR004001,Falam,MMR004001703,ဝေဘူလ,Webula,Chin,93.9133,23.0168,Other Town,"GAD, Aug 2018","23.0168,93.9133",
mmr_town_january_2020.478,POINT (95.5636 22.9311),MMR005,MMR005D010,Kanbalu,MMR005007,Kanbalu,MMR005007702,ဇီးကုန်း-စစ်ကိုင်း,Zee Kone-Sagaing,Sagaing,95.5636,22.9311,Other Town,"GAD, Jan 2017","22.9311,95.5636",
mmr_town_january_2020.479,POINT (96.5825446173 19.9862621927),MMR014,MMR014D001,Taunggyi,MMR014009,Pinlaung,MMR014009703,ပေါင်းလောင်း,Pawng Lawng,Shan (South),96.58254462,19.98626219,Other Town,"GAD, Jun 2015","19.9862621927,96.5825446173",
mmr_town_january_2020.480,POINT (96.04948 21.90314),MMR010,MMR010D001,Mandalay,MMR010006,Amarapura,MMR010006701,အမရပူရ,Amarapura,Mandalay,96.04948,21.90314,Main Town,"GAD, Mar 2015","21.90314,96.04948",
mmr_town_january_2020.481,POINT (96.309 19.862),MMR018,MMR018D001,Oke Ta Ra,MMR018001,Zay Yar Thi Ri,MMR018001701,ဇေယျာသီရိ,Zay Yar Thi Ri,Nay Pyi Taw,96.309,19.862,Main Town,"GAD, Mar 2015","19.862,96.309",Urban Township
mmr_town_january_2020.482,POINT (96.22582 16.84016),MMR013,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),MMR013018701,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South),Yangon,96.22582,16.84016,Main Town,"GAD, Mar 2015","16.84016,96.22582",Urban Township
mmr_town_january_2020.483,POINT (96.19079 16.87774),MMR013,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),MMR013019701,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North),Yangon,96.19079,16.87774,Main Town,"GAD, Mar 2015","16.87774,96.19079",Urban Township
mmr_town_january_2020.484,POINT (96.08329 16.95504),MMR013,MMR013D001,Yangon (North),MMR013007,Shwepyithar,MMR013007701,ရွှေပြည်သာ,Shwepyithar,Yangon,96.08329,16.95504,Main Town,"GAD, Mar 2015","16.95504,96.08329",Urban Township
mmr_town_january_2020.485,POINT (96.0904971774 19.7002617446),MMR018,MMR018D002,Det Khi Na,MMR018004,Det Khi Na Thi Ri,MMR018004701,ဒက္ခိဏသီရိ,Det Khi Na Thi Ri,Nay Pyi Taw,96.09049718,19.70026174,Main Town,"GAD, Mar 2015","19.7002617446,96.0904971774",Urban Township
mmr_town_january_2020.486,POINT (96.072608724 19.7686736421),MMR018,MMR018D002,Det Khi Na,MMR018002,Za Bu Thi Ri,MMR018002701,ဇမ္ဗူသီရိ,Za Bu Thi Ri,Nay Pyi Taw,96.07260872,19.76867364,Main Town,"GAD, Mar 2015","19.7686736421,96.072608724",Urban Township
mmr_town_january_2020.487,POINT (96.043 19.891),MMR018,MMR018D001,Oke Ta Ra,MMR018008,Oke Ta Ra Thi Ri,MMR018008701,ဥတ္တရသီရိ,Oke Ta Ra Thi Ri,Nay Pyi Taw,96.043,19.891,Main Town,"GAD, Mar 2015","19.891,96.043",Urban Township
mmr_town_january_2020.488,POINT (96.1323128013 17.0427556521),MMR013,MMR013D001,Yangon (North),MMR013002,Mingaladon,MMR013002702,ထောက်ကြန့်,Htaukkyant,Yangon,96.1323128,17.04275565,Main Town,"GAD, Mar 2015","17.0427556521,96.1323128013",Urban Township
mmr_town_january_2020.489,POINT (93.634163 22.255529),MMR004,MMR004D003,Hakha,MMR004002,Hakha,MMR004002702,ဆူရ်ခွား,Surkhua Town,Chin,93.634163,22.255529,Other Town,"GAD, May 2019","22.255529,93.634163","New Town, GAD May 2019 (order no. 128/2019)"
mmr_town_january_2020.490,POINT (96.436251 24.873985),MMR001,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007705,နန်းမား,Nam Mar Town,Kachin,96.436251,24.873985,Other Town,"GAD, Sep 2019","24.873985,96.436251","New Town, GAD Sep 2019 (order no. 303/2019)"
mmr_town_january_2020.491,POINT (93.694846 19.038619),MMR012,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013702,လေးတောင်,Lay Taung Town,Rakhine,93.694846,19.038619,Other Town,"GAD, Sep 2019","19.038619,93.694846","New Town, GAD Sep 2019 (order no. 304/2019)"
mmr_town_january_2020.492,POINT (94.12645 18.998289),MMR012,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016703,တန်းလွဲရွာမ,Tan Hlwe Ywar Ma Town,Rakhine,94.12645,18.998289,Other Town,"GAD, Sep 2019","18.998289,94.12645","New Town, GAD Sep 2019 (order no. 304/2019)"
mmr_town_january_2020.493,POINT (96.905960083 20.4549293518),MMR014,MMR014D001,Taunggyi,MMR014002,Nyaungshwe,MMR014002702,နန်းပန်,Nang Pang Town,Shan (South),96.90596008,20.45492935,Other Town,"GAD, Dec 2019","20.4549293518,96.905960083","New Town, GAD Dec 2019 (order no. 550/2019)"
mmr_town_january_2020.147,POINT (97.2981 22.61894),MMR015,MMR015D003,Kyaukme,MMR015014,Hsipaw,MMR015014701,နမ့်လန်,Hsipaw,Shan (North),97.2981,22.61894,Main Town,"GAD, Mar 2015","22.2345786,97.3720614",
,,MMR013,MMR013D004,Yangon (West),MMR013033,Kyauktada,,ကျောက်တံတား,Kyauktada,Yangon,96.1614,16.7744,,,"16.7744,96.1614",
,,MMR013,MMR013D004,Yangon (West),MMR013038,Kyeemyindaing,,ကြည့်မြင်တိုင်,Kyeemyindaing,Yangon,96.116,16.8036,,,"16.8036,96.116",
,,MMR013,MMR013D004,Yangon (West),MMR013039,Sanchaung,,စမ်းချောင်း,Sanchaung,Yangon,96.1322,16.8063,,,"16.8063,96.1322",
,,MMR013,MMR013D004,Yangon (West),MMR013045,Seikkan,,ဆိပ်ကမ်း,Seikkan,Yangon,96.1572,16.7701,,,"16.7701,96.1572",
,,MMR013,MMR013D004,Yangon (West),MMR013043,Dagon,,ဒဂုံ,Dagon,Yangon,96.1453,16.7919,,,"16.7919,96.1453",
,,MMR013,MMR013D004,Yangon (West),MMR013034,Pabedan,,ပန်းဘဲတန်း,Pabedan,Yangon,96.1559,16.7764,,,"16.7764,96.1559",
,,MMR013,MMR013D004,Yangon (West),MMR013044,Bahan,,ဗဟန်း,Bahan,Yangon,96.1574,16.8106,,,"16.8106,96.1574",
,,MMR013,MMR013D004,Yangon (West),MMR013035,Lanmadaw,,လမ်းမတော်,Lanmadaw,Yangon,96.142,16.7795,,,"16.7795,96.142",
,,MMR013,MMR013D004,Yangon (West),MMR013036,Latha,,လသာ,Latha,Yangon,96.1505,16.7767,,,"16.7767,96.1505",
,,MMR013,MMR013D004,Yangon (West),MMR013037,Ahlone,,အလုံ,Ahlone,Yangon,96.1282,16.7854,,,"16.7854,96.1282",
,,MMR013,MMR013D002,Yangon (East),MMR013011,South Okkalapa,,တောင်ဥက္ကလာပ,South Okkalapa,Yangon,96.1823,16.8486,,,"16.8486,96.1823",
,,MMR013,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),,ဒဂုံမြို့သစ်ဆိပ်ကမ်း,Dagon Myothit (Seikkan),Yangon,96.2981,16.8816,,,"16.8816,96.2981",
,,MMR013,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),,ဒဂုံမြို့သစ်အရှေ့ပိုင်း,Dagon Myothit (East),Yangon,96.2703,16.9486,,,"16.9486,96.2703",
,,MMR013,MMR013D002,Yangon (East),MMR013016,Pazundaung,,ပုဇွန်တောင်,Pazundaung,Yangon,96.1749,16.7776,,,"16.7776,96.1749",
,,MMR013,MMR013D002,Yangon (East),MMR013017,Botahtaung,,ဗိုလ်တထောင်,Botahtaung,Yangon,96.1789,16.7712,,,"16.7712,96.1789",
,,MMR013,MMR013D002,Yangon (East),MMR013012,North Okkalapa,,မြောက်‌ဥက္ကလာပ,North Okkalapa,Yangon,96.1744,16.9238,,,"16.9238,96.1744",
,,MMR013,MMR013D002,Yangon (East),MMR013009,Thingangyun,,သင်္ဃန်းကျွန်း,Thingangyun,Yangon,96.1992,16.8279,,,"16.8279,96.1992",
,,MMR013,MMR013D003,Yangon (South),MMR013031,Seikgyikanaungto,,ဆိပ်ကြီးခနောင်တို,Seikgyikanaungto,Yangon,96.1039,16.764,,,"16.764,96.1039",
,,MMR013,MMR013D002,Yangon (East),MMR013015,Tamwe,,တာမွေ,Tamwe,Yangon,96.1759,16.8105,,,"16.8105,96.1759",
,,MMR013,MMR013D003,Yangon (South),MMR013030,Dala,,ဒလ,Dala,Yangon,96.152,16.677,,,"16.677,96.152",
,,MMR013,MMR013D002,Yangon (East),MMR013014,Dawbon,,ဒေါပုံ,Dawbon,Yangon,96.1901,16.7883,,,"16.7883,96.1901",
,,MMR013,MMR013D002,Yangon (East),MMR013022,Mingalartaungnyunt,,မင်္ဂလာ‌တောင်ညွန့်,Mingalartaungnyunt,Yangon,96.1731,16.7908,,,"16.7908,96.1731",
,,MMR013,MMR013D002,Yangon (East),MMR013010,Yankin,,ရန်ကင်း,Yankin,Yangon,96.1645,16.8356,,,"16.8356,96.1645",
,,MMR013,MMR013D002,Yangon (East),MMR013013,Thaketa,,သာကေတ,Thaketa,Yangon,96.2111,16.7982,,,"16.7982,96.2111",
,,MMR013,MMR013D004,Yangon (West),MMR013041,Kamaryut,,ကမာရွတ်,Kamaryut,Yangon,96.1329,16.8236,,,"16.8236,96.1329",
,,MMR013,MMR013D001,Yangon (North),MMR013002,Mingaladon,,မင်္ဂလာဒုံ,Mingaladon,Yangon,96.1346,16.9975,,,"16.9975,96.1346",
,,MMR013,MMR013D004,Yangon (West),MMR013042,Mayangone,,မရမ်းကုန်း,Mayangone,Yangon,96.1418,16.8655,,,"16.8655,96.1418",
,,MMR013,MMR013D001,Yangon (North),MMR013001,Insein,,အင်းစိန်,Insein,Yangon,96.1013,16.9026,,,"16.9026,96.1013",
,,MMR013,MMR013D004,Yangon (West),MMR013040,Hlaing,,လှိုင်,Hlaing,Yangon,96.1209,16.8476,,,"16.8476,96.1209",
,,MMR010,MMR010D001,Mandalay,MMR010001,Aungmyaythazan,,အောင်မြေသာစံ,Aungmyaythazan,Mandalay,96.0787743,22.0039913,,"GAD,42094","22.0039913,96.0787743",
,,MMR010,MMR010D001,Mandalay,MMR010002,Chanayethazan,,ချမ်းအေးသာစံ,Chanayethazan,Mandalay,96.0595813,21.9755,,"GAD,42094","21.9755,96.0595813",
,,MMR010,MMR010D001,Mandalay,MMR010004,Chanmyathazi,,ချမ်းမြသာစည်,Chanmyathazi,Mandalay,96.0660401,21.934472,,"GAD,42094","21.934472,96.0660401",
,,MMR010,MMR010D001,Mandalay,MMR010003,Mahaaungmyay,,မဟာအောင်မြေ,Mahaaungmyay,Mandalay,96.0057828,21.9405043,,"GAD,42094","21.9405043,96.0057828",
,,MMR010,MMR010D001,Mandalay,MMR010005,Pyigyitagon,,ပြည်ကြီးတံခွန်,Pyigyitagon,Mandalay,96.0693875,21.9075873,,"GAD,42094","21.9075873,96.0693875",
